FOLIO	DOR_C	SITE_CITY	LAND	IMP	S_DATE	SALES	NBHC	NBHD	TOTVAL
159321956	100	TAMPA	47056	149726	6/23/2017	245000	212002	NORTHDALE	196782
159321990	100	TAMPA	43225	151046	8/14/2017	282000	212002	NORTHDALE	194271
159321992	100	TAMPA	48906	167980	12/22/2017	286000	212002	NORTHDALE	216886
159322004	100	TAMPA	45849	241896	8/17/2017	193800	212002	NORTHDALE	287745
159322010	100	TAMPA	45849	257384	2/28/2017	335000	212002	NORTHDALE	303233
159322012	100	TAMPA	45849	218797	3/31/2017	285000	212002	NORTHDALE	264646
159322270	100	TAMPA	43890	120486	12/18/2017	225000	212002	NORTHDALE	164376
159322328	100	TAMPA	40635	143201	8/10/2017	232000	212002	NORTHDALE	183836
159322368	100	TAMPA	42180	196016	3/27/2017	280000	212002	NORTHDALE	238196
159322406	100	TAMPA	58682	171743	12/27/2017	285500	212002	NORTHDALE	230425
159322412	100	TAMPA	52884	126995	12/13/2017	225000	212002	NORTHDALE	179879
159322444	100	TAMPA	51211	191415	6/7/2017	305000	212002	NORTHDALE	242626
159322472	100	TAMPA	55981	120486	5/5/2017	200600	212002	NORTHDALE	176467
159322628	100	TAMPA	74016	169847	7/21/2017	335000	212002	NORTHDALE	243863
159322740	100	TAMPA	61428	180697	3/31/2017	308000	212002	NORTHDALE	242125
159322802	100	TAMPA	73412	147278	7/17/2017	300000	212002	NORTHDALE	220690
159322814	100	TAMPA	44792	148394	7/31/2017	247000	212002	NORTHDALE	193186
159322840	100	TAMPA	54173	151219	9/20/2017	290000	212002	NORTHDALE	205392
159322850	100	TAMPA	58457	169423	11/3/2017	335000	212002	NORTHDALE	227880
159322928	100	TAMPA	45144	151766	11/20/2017	251000	212002	NORTHDALE	196910
189547884	100	TAMPA	62709	186985	9/26/2017	330000	212004	CWOODVILL	249694
189548046	100	TAMPA	131080	281267	6/30/2017	495000	212004	CWOODVILL	412347
189548116	100	TAMPA	54944	265416	11/15/2017	430000	212004	CWOODVILL	320360
189548504	100	TAMPA	77220	234019	5/31/2017	435000	212004	CWOODVILL	311239
189548520	100	TAMPA	73326	283857	1/13/2017	435000	212004	CWOODVILL	357183
189548544	100	TAMPA	74159	352878	2/10/2017	420000	212004	CWOODVILL	427037
189548564	100	TAMPA	55315	220898	10/17/2017	309000	212004	CWOODVILL	276213
189548820	100	TAMPA	75753	217099	5/1/2017	435000	212004	CWOODVILL	292852
189548855	100	TAMPA	33114	142969	9/21/2017	223000	212004	CWOODVILL	176083
189562778	100	TAMPA	28875	136419	2/28/2017	236500	212004	CWOODVILL	165294
189562802	100	TAMPA	33750	212204	5/18/2017	300000	212004	CWOODVILL	245954
189562822	100	TAMPA	31561	130785	7/7/2017	267500	212004	CWOODVILL	162346
189562882	100	TAMPA	33750	124739	8/11/2017	216000	212004	CWOODVILL	158489
189562886	100	TAMPA	33750	129578	3/22/2017	235000	212004	CWOODVILL	163328
189562922	100	TAMPA	28875	135747	11/6/2017	239000	212004	CWOODVILL	164622
189562942	100	TAMPA	28875	128367	7/12/2017	265000	212004	CWOODVILL	157242
189562966	100	TAMPA	28875	113448	11/13/2017	47800	212004	CWOODVILL	142323
189563050	100	TAMPA	50358	209081	11/8/2017	361500	212004	CWOODVILL	259439
189563056	100	TAMPA	67134	156095	4/28/2017	276000	212004	CWOODVILL	223229
189563062	100	TAMPA	58826	141054	8/29/2017	250000	212004	CWOODVILL	199880
189563072	100	TAMPA	52156	160523	12/22/2017	244000	212004	CWOODVILL	212679
189563106	100	TAMPA	56356	150915	4/20/2017	259900	212004	CWOODVILL	207271
189563128	100	TAMPA	65080	169334	3/31/2017	300000	212004	CWOODVILL	234414
189563162	100	TAMPA	89333	203440	3/16/2017	390000	212004	CWOODVILL	292773
189563208	100	TAMPA	61224	147746	12/1/2017	329900	212004	CWOODVILL	208970
189566410	100	TAMPA	56955	135891	6/30/2017	272000	212004	CWOODVILL	192846
189566474	100	TAMPA	52198	198183	6/26/2017	348000	212004	CWOODVILL	250381
189566524	100	TAMPA	60950	184715	7/4/2017	324000	212004	CWOODVILL	245665
189566666	100	TAMPA	60060	233825	9/22/2017	440000	212004	CWOODVILL	293885
189566706	100	TAMPA	69286	232295	8/21/2017	400000	212004	CWOODVILL	301581
189566736	100	TAMPA	61155	175700	6/20/2017	315000	212004	CWOODVILL	236855
189566766	100	TAMPA	58500	239613	4/28/2017	402000	212004	CWOODVILL	298113
189583164	100	TAMPA	89932	228846	10/25/2017	440000	212004	CWOODVILL	318778
189583180	100	TAMPA	87846	219777	4/7/2017	367500	212004	CWOODVILL	307623
189585106	100	TAMPA	77275	217732	6/30/2017	415000	212004	CWOODVILL	295007
189585124	100	TAMPA	84274	172622	10/26/2017	350000	212004	CWOODVILL	256896
189585128	100	TAMPA	70070	188324	1/31/2017	330000	212004	CWOODVILL	258394
189585216	100	TAMPA	57949	257594	6/15/2017	469900	212004	CWOODVILL	315543
189585222	100	TAMPA	64167	224092	9/14/2017	345000	212004	CWOODVILL	288259
189585228	100	TAMPA	56893	157596	10/11/2017	285000	212004	CWOODVILL	214489
189585246	100	TAMPA	65340	222451	8/7/2017	359000	212004	CWOODVILL	287791
189585352	100	TAMPA	59160	288988	10/9/2017	514900	212004	CWOODVILL	348148
189593024	100	TAMPA	73500	241745	8/21/2017	512500	212004	CWOODVILL	315245
189593072	100	TAMPA	87974	323443	10/26/2017	430000	212004	CWOODVILL	411417
189593088	100	TAMPA	77600	174286	7/10/2017	393000	212004	CWOODVILL	251886
189593098	100	TAMPA	81480	221094	8/21/2017	399900	212004	CWOODVILL	302574
189593104	100	TAMPA	73990	171909	1/25/2017	318900	212004	CWOODVILL	245899
189593112	100	TAMPA	96596	225136	11/17/2017	424100	212004	CWOODVILL	321732
189593124	100	TAMPA	88169	215682	1/10/2018	395000	212004	CWOODVILL	303851
189596138	100	TAMPA	58950	137932	6/30/2017	258000	212004	CWOODVILL	196882
189596208	100	TAMPA	49718	134105	5/5/2017	282000	212004	CWOODVILL	183823
189596210	100	TAMPA	55242	191198	11/21/2017	319000	212004	CWOODVILL	246440
189596258	100	TAMPA	55242	181729	3/29/2017	280000	212004	CWOODVILL	236971
189596260	100	TAMPA	55242	134460	2/28/2017	227500	212004	CWOODVILL	189702
189596512	100	TAMPA	67275	158934	4/6/2017	332500	212004	CWOODVILL	226209
189596564	100	TAMPA	58500	216486	2/17/2017	321000	212004	CWOODVILL	274986
189596614	100	TAMPA	67701	155685	8/15/2017	306000	212004	CWOODVILL	223386
189596620	100	TAMPA	70325	234519	7/11/2017	322500	212004	CWOODVILL	304844
189596630	100	TAMPA	69498	172175	6/12/2017	322500	212004	CWOODVILL	241673
189599538	100	TAMPA	51676	234174	5/10/2017	336900	212004	CWOODVILL	285850
190000054	100	TAMPA	86238	304309	4/14/2017	460000	212004	CWOODVILL	390547
190000122	100	TAMPA	82198	222791	9/28/2017	425000	212004	CWOODVILL	304989
190000176	100	TAMPA	74002	214173	7/3/2017	399000	212004	CWOODVILL	288175
190006028	100	TAMPA	86400	369060	8/14/2017	531000	212004	CWOODVILL	455460
190006062	100	TAMPA	99636	311195	6/29/2017	479900	212004	CWOODVILL	410831
190006068	100	TAMPA	98230	291690	9/18/2017	490000	212004	CWOODVILL	389920
190006086	100	TAMPA	68310	287746	1/17/2017	411700	212004	CWOODVILL	356056
190006144	100	TAMPA	93100	238204	8/14/2017	440000	212004	CWOODVILL	331304
190006164	100	TAMPA	52785	158900	2/1/2017	260000	212004	CWOODVILL	211685
190006200	100	TAMPA	57267	155070	12/21/2017	315000	212004	CWOODVILL	212337
190006228	100	TAMPA	61200	230464	6/30/2017	350000	212004	CWOODVILL	291664
190006234	100	TAMPA	50202	211548	6/30/2017	344300	212004	CWOODVILL	261750
190006286	100	TAMPA	57444	157256	11/21/2017	280000	212004	CWOODVILL	214700
190006332	100	TAMPA	80179	469994	5/4/2017	650000	212004	CWOODVILL	550173
190006928	100	TAMPA	96445	289830	7/17/2017	490000	212004	CWOODVILL	386275
190006956	100	TAMPA	83032	336321	5/24/2017	505000	212004	CWOODVILL	419353
190007754	100	TAMPA	61100	265346	11/20/2017	415000	212004	CWOODVILL	326446
190007794	100	TAMPA	77260	262030	3/30/2017	425000	212004	CWOODVILL	339290
190007830	100	TAMPA	58750	218951	4/18/2017	375000	212004	CWOODVILL	277701
190007838	100	TAMPA	52650	230586	6/22/2017	371500	212004	CWOODVILL	283236
190007842	100	TAMPA	58500	367529	3/10/2017	463000	212004	CWOODVILL	426029
190007868	100	TAMPA	58500	239508	8/29/2017	410000	212004	CWOODVILL	298008
190007876	100	TAMPA	61750	308775	6/7/2017	524900	212004	CWOODVILL	370525
194311048	100	TAMPA	161523	476562	2/14/2017	750000	212004	CWOODVILL	638085
194311202	100	TAMPA	137402	452863	1/17/2017	550000	212004	CWOODVILL	590265
194311297	100	TAMPA	73471	232818	11/1/2017	375000	212004	CWOODVILL	306289
194311314	100	TAMPA	73951	220658	8/24/2017	350000	212004	CWOODVILL	294609
194311370	100	TAMPA	58930	362089	1/18/2017	435000	212004	CWOODVILL	421019
194311388	100	TAMPA	101796	316462	1/12/2018	525000	212004	CWOODVILL	418258
194311404	100	TAMPA	98358	243696	5/25/2017	459100	212004	CWOODVILL	342054
194311408	100	TAMPA	121012	232824	12/15/2017	520000	212004	CWOODVILL	353836
194311430	100	TAMPA	76358	269145	2/28/2017	370000	212004	CWOODVILL	345503
194311532	100	TAMPA	80101	275988	1/12/2018	305000	212004	CWOODVILL	356089
194311596	100	TAMPA	99847	285825	5/30/2017	550000	212004	CWOODVILL	385672
194311622	100	TAMPA	78300	217283	3/29/2017	393000	212004	CWOODVILL	295583
194311724	100	TAMPA	75660	241225	7/14/2017	315000	212004	CWOODVILL	316885
194314002	100	TAMPA	71344	207226	8/9/2017	395000	212004	CWOODVILL	278570
194314116	100	TAMPA	39204	163219	10/17/2017	325000	212004	CWOODVILL	202423
194314123	100	TAMPA	47235	159311	6/16/2017	205000	212004	CWOODVILL	206546
194315518	100	TAMPA	59055	226887	7/12/2017	437000	212004	CWOODVILL	285942
194315664	100	TAMPA	63484	237725	12/19/2017	310000	212004	CWOODVILL	301209
194315720	100	TAMPA	50439	213748	8/31/2017	350000	212004	CWOODVILL	264187
194315724	100	TAMPA	54358	201129	2/9/2017	320000	212004	CWOODVILL	255487
335791502	100	TAMPA	88480	157467	5/31/2017	290000	216003	TAMPALMS	245947
335791510	100	TAMPA	51722	158073	5/15/2017	239900	216003	TAMPALMS	209795
335791548	100	TAMPA	41309	137976	8/14/2017	220000	216003	TAMPALMS	179285
335791582	100	TAMPA	59407	139325	1/27/2017	235000	216003	TAMPALMS	198732
339640704	100	TAMPA	38213	149353	12/20/2017	265000	216003	TAMPALMS	187566
339640754	100	TAMPA	60259	157467	7/6/2017	240000	216003	TAMPALMS	217726
339682118	100	TAMPA	72156	178526	8/3/2017	325000	216003	TAMPALMS	250682
339682126	100	TAMPA	70901	181383	7/14/2017	345000	216003	TAMPALMS	252284
339682144	100	TAMPA	94914	193672	3/15/2017	361900	216003	TAMPALMS	288586
339682190	100	TAMPA	65717	235204	9/29/2017	432500	216003	TAMPALMS	300921
339682204	100	TAMPA	103324	255199	5/25/2017	475000	216003	TAMPALMS	358523
339682352	100	TAMPA	131725	429376	10/30/2017	685000	216003	TAMPALMS	561101
339682720	100	TAMPA	157862	498118	5/11/2017	720000	216003	TAMPALMS	655980
339682756	100	TAMPA	166429	643726	3/24/2017	780000	216003	TAMPALMS	810155
339682760	100	TAMPA	116986	455007	3/13/2017	667000	216003	TAMPALMS	571993
339682768	100	TAMPA	117128	452437	11/27/2017	690000	216003	TAMPALMS	569565
339682788	100	TAMPA	154367	466203	5/1/2017	599000	216003	TAMPALMS	620570
339683048	100	TAMPA	68931	222370	2/10/2017	400000	216003	TAMPALMS	291301
339683070	100	TAMPA	59048	286015	5/31/2017	446000	216003	TAMPALMS	345063
339683078	100	TAMPA	67265	229071	6/5/2017	401000	216003	TAMPALMS	296336
339683092	100	TAMPA	71790	233992	1/17/2017	345000	216003	TAMPALMS	305782
339683314	100	TAMPA	120495	387823	5/5/2017	628000	216003	TAMPALMS	508318
339683402	100	TAMPA	77412	227322	11/20/2017	402500	216003	TAMPALMS	304734
339683428	100	TAMPA	69026	256780	8/7/2017	420000	216003	TAMPALMS	325806
339683434	100	TAMPA	75817	262060	7/10/2017	430000	216003	TAMPALMS	337877
339683444	100	TAMPA	59915	209085	4/18/2017	335000	216003	TAMPALMS	269000
339683470	100	TAMPA	71610	259328	10/12/2017	385000	216003	TAMPALMS	330938
339683578	100	TAMPA	78815	229484	4/27/2017	370000	216003	TAMPALMS	308299
339683582	100	TAMPA	64636	241209	8/24/2017	405000	216003	TAMPALMS	305845
339683716	100	TAMPA	100018	491023	3/23/2017	642500	216003	TAMPALMS	591041
339683728	100	TAMPA	118178	435724	6/2/2017	625000	216003	TAMPALMS	553902
339683730	100	TAMPA	115513	361322	6/29/2017	565000	216003	TAMPALMS	476835
339683734	100	TAMPA	99738	336471	11/20/2017	488000	216003	TAMPALMS	436209
339683826	100	TAMPA	123668	451290	5/1/2017	687500	216003	TAMPALMS	574958
339683828	100	TAMPA	101032	377666	5/26/2017	510000	216003	TAMPALMS	478698
339683930	100	TAMPA	75278	239703	7/24/2017	375000	216003	TAMPALMS	314981
339683942	100	TAMPA	73915	262740	3/30/2017	425000	216003	TAMPALMS	336655
339683944	100	TAMPA	79511	235233	11/27/2017	361000	216003	TAMPALMS	314744
339684026	100	TAMPA	116867	218786	4/17/2017	350000	216003	TAMPALMS	335653
339720104	100	TAMPA	62721	171834	5/5/2017	338000	216002	HUNGREEN	234555
339720142	100	TAMPA	64472	170509	12/13/2017	350000	216002	HUNGREEN	234981
339720184	100	TAMPA	50090	155547	11/27/2017	311000	216002	HUNGREEN	205637
339720196	100	TAMPA	68465	172308	6/1/2017	279900	216002	HUNGREEN	240773
339720198	100	TAMPA	89507	171662	3/15/2017	360000	216002	HUNGREEN	261169
339720200	100	TAMPA	53314	158557	12/21/2017	337000	216002	HUNGREEN	211871
339720210	100	TAMPA	63140	176597	12/19/2017	355000	216002	HUNGREEN	239737
339721528	100	TAMPA	93257	171120	2/7/2017	265000	216002	HUNGREEN	264377
339721546	100	TAMPA	76862	212689	12/14/2017	412500	216002	HUNGREEN	289551
339721556	100	TAMPA	77402	248328	7/13/2017	440000	216002	HUNGREEN	325730
339721560	100	TAMPA	78480	193764	7/7/2017	380000	216002	HUNGREEN	272244
339761766	100	TAMPA	49248	258413	9/29/2017	384000	216001	TAMPALMS	307661
339761772	100	TAMPA	50729	246010	5/4/2017	312000	216001	TAMPALMS	296739
339761782	100	TAMPA	55889	282016	6/1/2017	418000	216001	TAMPALMS	337905
339761794	100	TAMPA	78733	270972	7/7/2017	420000	216001	TAMPALMS	349705
339761850	100	TAMPA	69897	293636	1/17/2017	407000	216001	TAMPALMS	363533
339761858	100	TAMPA	98262	258786	12/21/2017	370000	216001	TAMPALMS	357048
339761872	100	TAMPA	96735	253147	4/5/2017	299500	216001	TAMPALMS	349882
339761974	100	TAMPA	88310	384989	3/20/2017	470000	216001	TAMPALMS	473299
339761990	100	TAMPA	96471	295969	11/10/2017	410000	216001	TAMPALMS	392440
339761996	100	TAMPA	75259	287984	8/3/2017	525000	216001	TAMPALMS	363243
339762062	100	TAMPA	45955	169789	7/10/2017	289900	216001	TAMPALMS	215744
339762074	100	TAMPA	59376	203248	4/28/2017	343000	216001	TAMPALMS	262624
339762076	100	TAMPA	57146	186941	11/29/2017	330000	216001	TAMPALMS	244087
339762082	100	TAMPA	54272	204137	7/26/2017	345000	216001	TAMPALMS	258409
339762120	100	TAMPA	42613	173830	4/28/2017	280000	216001	TAMPALMS	216443
339762154	100	TAMPA	42895	172504	7/10/2017	285000	216001	TAMPALMS	215399
339762186	100	TAMPA	49506	195922	9/8/2017	324000	216001	TAMPALMS	245428
339762276	100	TAMPA	43484	199109	2/23/2017	300000	216001	TAMPALMS	242593
339762350	100	TAMPA	53443	155082	2/22/2017	267000	216001	TAMPALMS	208525
339762354	100	TAMPA	44990	163166	10/27/2017	260000	216001	TAMPALMS	208156
339762368	100	TAMPA	45553	140688	1/11/2018	246500	216001	TAMPALMS	186241
339762372	100	TAMPA	39087	169633	1/27/2017	280000	216001	TAMPALMS	208720
339762994	100	TAMPA	67841	208644	6/23/2017	325000	216001	TAMPALMS	276485
339790528	100	TAMPA	53539	105573	12/1/2017	197500	216003	TAMPALMS	159112
339790536	100	TAMPA	41772	129503	1/19/2017	197500	216003	TAMPALMS	171275
339790552	100	TAMPA	35162	132178	2/15/2017	234000	216003	TAMPALMS	167340
339790556	100	TAMPA	44373	108830	4/7/2017	190000	216003	TAMPALMS	153203
339790600	100	TAMPA	57453	131136	3/17/2017	240000	216003	TAMPALMS	188589
339790848	100	TAMPA	61594	155199	7/13/2017	290000	216003	TAMPALMS	216793
339790954	100	TAMPA	52594	185748	4/17/2017	300000	216003	TAMPALMS	238342
339790980	100	TAMPA	56588	179958	12/4/2017	405000	216003	TAMPALMS	236546
339791152	100	TAMPA	44044	227155	9/21/2017	410000	216003	TAMPALMS	271199
339824050	100	TAMPA	91572	227286	7/6/2017	415000	216003	TAMPALMS	318858
339824076	100	TAMPA	103625	248810	12/21/2017	480000	216003	TAMPALMS	352435
339824078	100	TAMPA	73433	198409	7/5/2017	367000	216003	TAMPALMS	271842
339824118	100	TAMPA	90187	266279	2/23/2017	444000	216003	TAMPALMS	356466
339824130	100	TAMPA	61726	231108	7/7/2017	198000	216003	TAMPALMS	292834
339824140	100	TAMPA	85174	266493	8/11/2017	450000	216003	TAMPALMS	351667
339824178	100	TAMPA	67875	249303	12/5/2017	320000	216003	TAMPALMS	317178
339824192	100	TAMPA	78272	222885	6/29/2017	382000	216003	TAMPALMS	301157
339824298	100	TAMPA	85043	277182	7/3/2017	520000	216003	TAMPALMS	362225
339824306	100	TAMPA	101072	245607	6/23/2017	475000	216003	TAMPALMS	346679
339824336	100	TAMPA	130901	552922	1/5/2017	880000	216003	TAMPALMS	683823
339824360	100	TAMPA	104560	282780	7/3/2017	556000	216003	TAMPALMS	387340
339824364	100	TAMPA	71687	225477	10/19/2017	451000	216003	TAMPALMS	297164
339824382	100	TAMPA	116724	462587	1/19/2018	665000	216003	TAMPALMS	579311
339824560	100	TAMPA	96053	295293	9/22/2017	602000	216003	TAMPALMS	391346
339824566	100	TAMPA	99939	407315	1/30/2017	620000	216003	TAMPALMS	507254
339824580	100	TAMPA	107547	296972	10/31/2017	535000	216003	TAMPALMS	404519
339824696	100	TAMPA	119882	263413	8/2/2017	491000	216003	TAMPALMS	383295
339824702	100	TAMPA	128003	248391	9/15/2017	496000	216003	TAMPALMS	376394
339824736	100	TAMPA	47485	163366	6/26/2017	359000	216003	TAMPALMS	210851
339824746	100	TAMPA	96905	228275	3/31/2017	329000	216003	TAMPALMS	325180
339824782	100	TAMPA	70785	177529	11/15/2017	350000	216003	TAMPALMS	248314
339824792	100	TAMPA	69079	176557	4/12/2017	360000	216003	TAMPALMS	245636
347555406	100	TAMPA	455872	1092222	1/3/2017	3100000	216003	TAMPALMS	1548094
347560534	100	TAMPA	82536	163127	3/28/2017	336000	216001	TAMPALMS	245663
347560610	100	TAMPA	82210	167058	7/25/2017	250000	216001	TAMPALMS	249268
347560712	100	TAMPA	115650	273384	4/28/2017	493000	216001	TAMPALMS	389034
347560720	100	TAMPA	78826	240386	11/29/2017	400000	216001	TAMPALMS	319212
347565564	100	TAMPA	88191	163965	6/9/2017	286000	216001	TAMPALMS	252156
347565568	100	TAMPA	51464	199850	5/31/2017	370000	216001	TAMPALMS	251314
347565630	100	TAMPA	52223	154060	5/12/2017	260000	216001	TAMPALMS	206283
347565650	100	TAMPA	44921	147731	12/28/2017	285000	216001	TAMPALMS	192652
347565662	100	TAMPA	49985	149960	2/9/2017	260000	216001	TAMPALMS	199945
347580238	100	TAMPA	59400	150702	12/18/2017	265000	216001	TAMPALMS	210102
347580256	100	TAMPA	48960	205707	12/27/2017	274000	216001	TAMPALMS	254667
347580310	100	TAMPA	44064	121958	8/24/2017	275000	216001	TAMPALMS	166022
347580338	100	TAMPA	52924	188294	1/11/2018	358000	216001	TAMPALMS	241218
347580362	100	TAMPA	52520	164056	1/19/2017	280000	216001	TAMPALMS	216576
347580502	100	TAMPA	87300	327946	5/24/2017	410000	216001	TAMPALMS	415246
347580534	100	TAMPA	87300	351960	8/1/2017	514000	216001	TAMPALMS	439260
347580550	100	TAMPA	100395	357760	7/24/2017	532500	216001	TAMPALMS	458155
347580562	100	TAMPA	93312	391653	4/27/2017	585000	216001	TAMPALMS	484965
347580566	100	TAMPA	105575	374208	12/28/2017	490000	216001	TAMPALMS	479783
347580582	100	TAMPA	116292	489746	6/30/2017	490000	216001	TAMPALMS	606038
347580616	100	TAMPA	142457	350500	2/17/2017	443500	216001	TAMPALMS	492957
347580714	100	TAMPA	63700	150183	6/29/2017	237000	216001	TAMPALMS	213883
347580724	100	TAMPA	59093	164482	12/21/2017	275000	216001	TAMPALMS	223575
347580732	100	TAMPA	59093	154054	11/9/2017	288000	216001	TAMPALMS	213147
347581038	100	TAMPA	66762	172906	3/22/2017	326500	216001	TAMPALMS	239668
347581078	100	TAMPA	64827	159104	1/4/2017	261500	216001	TAMPALMS	223931
347581272	100	TAMPA	50500	154911	7/26/2017	320000	216001	TAMPALMS	205411
347581282	100	TAMPA	48960	147816	10/31/2017	200000	216001	TAMPALMS	196776
347581318	100	TAMPA	77760	152581	1/23/2018	276000	216001	TAMPALMS	230341
347581334	100	TAMPA	44496	154164	3/28/2017	260000	216001	TAMPALMS	198660
347581406	100	TAMPA	144461	493664	5/31/2017	895500	216001	TAMPALMS	638125
347581408	100	TAMPA	236808	548284	3/3/2017	869000	216001	TAMPALMS	785092
347581458	100	TAMPA	166656	686561	1/5/2017	1150000	216001	TAMPALMS	853217
347581512	100	TAMPA	186797	543378	11/29/2017	869000	216001	TAMPALMS	730175
347581544	100	TAMPA	194376	508275	12/15/2017	670000	216001	TAMPALMS	702651
347581552	100	TAMPA	215424	540427	12/29/2017	750000	216001	TAMPALMS	755851
347581580	100	TAMPA	206462	546392	10/27/2017	889500	216001	TAMPALMS	752854
347581704	100	TAMPA	39483	140794	7/12/2017	265000	216001	TAMPALMS	180277
347581710	100	TAMPA	39014	151051	5/10/2017	280000	216001	TAMPALMS	190065
347581732	100	TAMPA	53460	172177	3/10/2017	365000	216001	TAMPALMS	225637
347581734	100	TAMPA	54432	188096	3/23/2017	350000	216001	TAMPALMS	242528
347581736	100	TAMPA	55890	229507	1/6/2017	416000	216001	TAMPALMS	285397
347581754	100	TAMPA	52974	180453	7/13/2017	385000	216001	TAMPALMS	233427
347581776	100	TAMPA	28671	177558	12/14/2017	400000	216001	TAMPALMS	206229
347581786	100	TAMPA	34845	147896	2/21/2017	242000	216001	TAMPALMS	182741
347581826	100	TAMPA	61404	151473	12/28/2017	250000	216001	TAMPALMS	212877
347581854	100	TAMPA	43326	173652	11/17/2017	304000	216001	TAMPALMS	216978
347582170	100	TAMPA	121083	593615	6/2/2017	930000	216001	TAMPALMS	714698
347631182	100	TAMPA	88592	247043	6/29/2017	425000	216001	TAMPALMS	335635
347631206	100	TAMPA	64388	220867	1/26/2017	274000	216001	TAMPALMS	285255
347631232	100	TAMPA	81732	225287	7/31/2017	347500	216001	TAMPALMS	307019
347631326	100	TAMPA	48909	151068	6/27/2017	286000	216001	TAMPALMS	199977
347631506	100	TAMPA	45320	182064	4/24/2017	254000	216001	TAMPALMS	227384
347631510	100	TAMPA	40040	142881	3/24/2017	260000	216001	TAMPALMS	182921
347631536	100	TAMPA	40040	147717	6/28/2017	260000	216001	TAMPALMS	187757
347631656	100	TAMPA	222187	283261	11/17/2017	545000	216001	TAMPALMS	505448
347631718	100	TAMPA	66300	266067	6/23/2017	420000	216001	TAMPALMS	332367
347631782	100	TAMPA	73347	217301	5/17/2017	315000	216001	TAMPALMS	290648
347631784	100	TAMPA	69168	200253	5/19/2017	285000	216001	TAMPALMS	269421
539721626	100	TAMPA	65693	227994	6/29/2017	378500	216002	HUNGREEN	293687
539721640	100	TAMPA	74287	217437	8/28/2017	392500	216002	HUNGREEN	291724
539721654	100	TAMPA	61827	215631	6/30/2017	375000	216002	HUNGREEN	277458
539721664	100	TAMPA	57753	212498	10/11/2017	400000	216002	HUNGREEN	270251
592240114	100	TAMPA	69605	182502	2/23/2017	340000	216010	HERITAGE	252107
592240134	100	TAMPA	71393	193721	2/21/2017	325000	216010	HERITAGE	265114
592240150	100	TAMPA	81095	198467	7/3/2017	367500	216010	HERITAGE	279562
592240162	100	TAMPA	76751	177219	7/31/2017	320000	216010	HERITAGE	253970
592240176	100	TAMPA	79313	163359	6/12/2017	290000	216010	HERITAGE	242672
592240254	100	TAMPA	81830	192511	9/21/2017	240000	216010	HERITAGE	274341
592240258	100	TAMPA	85306	194574	4/26/2017	347900	216010	HERITAGE	279880
592240268	100	TAMPA	72052	192627	6/26/2017	320000	216010	HERITAGE	264679
592240282	100	TAMPA	66423	190358	7/14/2017	330000	216010	HERITAGE	256781
592240290	100	TAMPA	80031	188466	7/21/2017	325000	216010	HERITAGE	268497
592240298	100	TAMPA	81774	164305	7/13/2017	311000	216010	HERITAGE	246079
592240318	100	TAMPA	66032	166627	9/8/2017	280000	216010	HERITAGE	232659
592240364	100	TAMPA	61273	203730	1/23/2017	375000	216010	HERITAGE	265003
592240436	100	TAMPA	46326	144583	9/25/2017	242000	216010	HERITAGE	190909
592240496	100	TAMPA	48344	115575	9/27/2017	220000	216010	HERITAGE	163919
592240518	100	TAMPA	49509	119830	1/13/2017	224900	216010	HERITAGE	169339
592240524	100	TAMPA	54778	122447	4/27/2017	216500	216010	HERITAGE	177225
592240534	100	TAMPA	66436	119830	4/13/2017	224900	216010	HERITAGE	186266
592240546	100	TAMPA	67637	142549	5/4/2017	261000	216010	HERITAGE	210186
592240560	100	TAMPA	56099	144700	6/16/2017	245000	216010	HERITAGE	200799
592240602	100	TAMPA	45737	120428	1/27/2017	221000	216010	HERITAGE	166165
592240702	100	TAMPA	45864	124513	5/9/2017	212000	216010	HERITAGE	170377
592240764	100	TAMPA	83192	130530	10/6/2017	240000	216010	HERITAGE	213722
592240794	100	TAMPA	58746	137414	4/7/2017	250000	216010	HERITAGE	196160
592240798	100	TAMPA	52132	127475	6/30/2017	233000	216010	HERITAGE	179607
592240816	100	TAMPA	46189	131253	1/31/2017	222000	216010	HERITAGE	177442
592240838	100	TAMPA	58776	122438	3/16/2017	218000	216010	HERITAGE	181214
592240848	100	TAMPA	55320	120428	3/30/2017	210000	216010	HERITAGE	175748
592240860	100	TAMPA	52700	175901	3/20/2017	265000	216010	HERITAGE	228601
592240864	100	TAMPA	50181	187102	12/1/2017	322000	216010	HERITAGE	237283
592240878	100	TAMPA	52554	120795	7/12/2017	232000	216010	HERITAGE	173349
592240888	100	TAMPA	59610	185789	4/25/2017	315000	216010	HERITAGE	245399
592240978	100	TAMPA	37134	118637	11/30/2017	230000	216010	HERITAGE	155771
592241002	100	TAMPA	35630	176642	2/23/2017	275000	216010	HERITAGE	212272
592241032	100	TAMPA	105926	123530	7/7/2017	229500	216010	HERITAGE	229456
592241054	100	TAMPA	39156	181102	12/18/2017	355000	216010	HERITAGE	220258
592241062	100	TAMPA	35592	179781	1/9/2017	296000	216010	HERITAGE	215373
592241094	100	TAMPA	43486	158742	11/22/2017	270000	216010	HERITAGE	202228
592241108	100	TAMPA	39817	182016	4/28/2017	288000	216010	HERITAGE	221833
592241136	100	TAMPA	55278	138295	7/31/2017	254900	216010	HERITAGE	193573
