PRICPTM	DISTANCE	WEIGHT	PCTLOAD	ORIGIN	MARKET	DEREG	CARRIER	PRODUCT	LNPRICE
75109.24	3.4	3	12.8	JAX	LARGE	NO	D	200	11.22669887
61794.71	3.4	7.5	30.6	JAX	LARGE	NO	C	200	11.03157304
61794.71	3.4	15	63.8	JAX	LARGE	NO	D	200	11.03157304
57078.8	3.4	24	100	JAX	LARGE	NO	D	200	10.95218805
80214.2	3	3	12.5	JAX	SMALL	NO	A	200	11.29245584
65702	3	7.5	32.6	JAX	SMALL	NO	B	200	11.09288465
65702	3	7.5	30.6	JAX	SMALL	NO	C	200	11.09288465
65702	3	7.5	31.9	JAX	SMALL	NO	D	200	11.09288465
65702	3	15	62.5	JAX	SMALL	NO	A	200	11.09288465
60686.77	3	24	100	JAX	SMALL	NO	A	200	11.013481
134929.06	1.7	0.25	1.1	JAX	LARGE	NO	B	200	11.81250444
130342.24	1.7	0.75	3.2	JAX	LARGE	NO	D	200	11.77791889
124099.06	1.7	3	12.5	JAX	LARGE	NO	A	200	11.7288354
91481.65	1.7	7.5	31.9	JAX	LARGE	NO	D	200	11.42389368
91481.65	1.7	15	62.5	JAX	LARGE	NO	A	200	11.42389368
91481.65	1.7	15	63.8	JAX	LARGE	NO	D	200	11.42389368
84491.54	1.7	24	100	JAX	LARGE	NO	B	200	11.34440669
84491.54	1.7	24	100	JAX	LARGE	NO	D	200	11.34440669
84173.17	3.6	0.25	1.1	JAX	LARGE	NO	B	200	11.3406315
84173.17	3.6	0.25	1	JAX	LARGE	NO	C	200	11.3406315
83752	3.6	0.75	3.3	JAX	LARGE	NO	B	200	11.33561533
73222.83	3.6	3	12.5	JAX	LARGE	NO	A	200	11.20126254
73222.83	3.6	3	12.2	JAX	LARGE	NO	C	200	11.20126254
60106.5	3.6	7.5	31.3	JAX	LARGE	NO	A	200	11.00387327
60106.5	3.6	15	62.5	JAX	LARGE	NO	A	200	11.00387327
92416	3	0.75	3.3	JAX	SMALL	NO	B	200	11.4340554
80214.2	3	3	13	JAX	SMALL	NO	B	200	11.29245584
80214.2	3	3	12.2	JAX	SMALL	NO	C	200	11.29245584
65702	3	7.5	30.6	JAX	SMALL	NO	C	200	11.09288465
65702	3	7.5	31.9	JAX	SMALL	NO	D	200	11.09288465
65702	3	15	62.5	JAX	SMALL	NO	A	200	11.09288465
110089.3	2.3	0.25	1	JAX	SMALL	NO	A	200	11.60904713
110089.3	2.3	0.25	1	JAX	SMALL	NO	C	200	11.60904713
107546.61	2.3	0.75	3.1	JAX	SMALL	NO	A	200	11.58567961
92949.65	2.3	3	12.2	JAX	SMALL	NO	C	200	11.43981323
92949.65	2.3	3	12.8	JAX	SMALL	NO	D	200	11.43981323
75998.35	2.3	7.5	31.3	JAX	SMALL	NO	A	200	11.23846691
75998.35	2.3	7.5	32.6	JAX	SMALL	NO	B	200	11.23846691
75998.35	2.3	15	61.2	JAX	SMALL	NO	C	200	11.23846691
70194.36	2.3	24	100	JAX	SMALL	NO	B	200	11.15902324
114076	2.1	0.75	3.3	JAX	LARGE	NO	B	200	11.64462017
80554.57	2.1	7.5	31.3	JAX	LARGE	NO	A	200	11.29669012
80554.57	2.1	15	62.5	JAX	LARGE	NO	A	200	11.29669012
80554.57	2.1	15	65.2	JAX	LARGE	NO	B	200	11.29669012
80554.57	2.1	15	63.8	JAX	LARGE	NO	D	200	11.29669012
74401.54	2.1	24	100	JAX	LARGE	NO	A	200	11.21723192
74401.54	2.1	24	100	JAX	LARGE	NO	D	200	11.21723192
31906.91	3.6	3	12.8	MIA	LARGE	YES	D	100	10.37057788
26182.43	2.6	24	100	MIA	LARGE	YES	D	100	10.17284385
54600.56	3.4	0.75	3.2	JAX	LARGE	YES	D	100	10.90779942
56644.14	3	0.75	3.2	JAX	SMALL	YES	D	100	10.94454382
34628.38	3	7.5	31.9	JAX	SMALL	YES	D	100	10.45242886
55180.18	3.6	0.25	1.1	JAX	LARGE	YES	D	100	10.91835911
31437.69	3.6	7.5	31.9	JAX	LARGE	YES	D	100	10.35576277
40540.54	2.1	15	63.8	JAX	LARGE	YES	D	100	10.61005774
57237.53	2.6	3	12.8	MIA	LARGE	YES	D	150	10.95496508
46907.48	2.6	7.5	31.9	MIA	LARGE	YES	D	150	10.75593243
79143.48	3.4	0.75	3.2	JAX	LARGE	YES	D	150	11.27901769
48241.26	3.4	15	63.8	JAX	LARGE	YES	D	150	10.78396995
89301.8	3	0.25	1.1	JAX	SMALL	YES	D	150	11.39977692
50000	3	15	63.8	JAX	SMALL	YES	D	150	10.81977828
79874.52	2.1	3	12.8	JAX	LARGE	YES	D	150	11.28821218
52847.49	2.1	24	100	JAX	LARGE	YES	D	150	10.8751655
73151.28	3.6	0.75	3.2	MIA	LARGE	YES	D	200	11.2002849
52559.77	2.6	24	100	MIA	LARGE	YES	D	200	10.86970628
103785.77	3.4	0.75	3.2	JAX	LARGE	YES	D	200	11.55008415
55643.88	3.4	24	100	JAX	LARGE	YES	D	200	10.92672738
108108.11	3	0.75	3.2	JAX	SMALL	YES	D	200	11.59088702
57432.43	3	24	100	JAX	SMALL	YES	D	200	10.95836441
105855.86	2.1	3	12.8	JAX	LARGE	YES	D	200	11.56983364
