FOLIO	LAND	IMP	SALES	NBHD	TOTVAL	NBHD_CHEV	NBHD_DAV	NBHD_HUN	LAN_CHEV	LAN_DAV	LAN_HUN	IMP_CHEV	IMP_DAV	IMP_HUN	LAN_IMP	L_I_CHEV	L_I_DAV	L_I_HUN	LNSALES
129790664	62.168	233.418	315.8	CHEVAL	295.586	1	0	0	62.168	0	0	233.418	0	0	14511.13022	14511.13022	0	0	5.755109102
129790702	240.748	718.72	1275	CHEVAL	959.468	1	0	0	240.748	0	0	718.72	0	0	173030.4026	173030.4026	0	0	7.150701458
129790718	266.112	470.788	975	CHEVAL	736.9	1	0	0	266.112	0	0	470.788	0	0	125282.3363	125282.3363	0	0	6.882437471
129790762	186.921	372.648	567.5	CHEVAL	559.569	1	0	0	186.921	0	0	372.648	0	0	69655.73681	69655.73681	0	0	6.341240749
129790824	152.178	378.055	660	CHEVAL	530.233	1	0	0	152.178	0	0	378.055	0	0	57531.65379	57531.65379	0	0	6.492239835
129790840	165.71	358.439	530	CHEVAL	524.149	1	0	0	165.71	0	0	358.439	0	0	59396.92669	59396.92669	0	0	6.272877007
129790868	129.367	360.519	664	CHEVAL	489.886	1	0	0	129.367	0	0	360.519	0	0	46639.26147	46639.26147	0	0	6.498282149
129790878	124.661	537.378	650	CHEVAL	662.039	1	0	0	124.661	0	0	537.378	0	0	66990.07886	66990.07886	0	0	6.476972363
129790884	157.477	403.668	690	CHEVAL	561.145	1	0	0	157.477	0	0	403.668	0	0	63568.42564	63568.42564	0	0	6.536691598
129795024	78.15	219.512	307.5	CHEVAL	297.662	1	0	0	78.15	0	0	219.512	0	0	17154.8628	17154.8628	0	0	5.728475087
129795030	59.854	227.139	357.5	CHEVAL	286.993	1	0	0	59.854	0	0	227.139	0	0	13595.17771	13595.17771	0	0	5.879135362
129795046	65.125	223.906	330	CHEVAL	289.031	1	0	0	65.125	0	0	223.906	0	0	14581.87825	14581.87825	0	0	5.799092654
129795070	44.864	289.702	450	CHEVAL	334.566	1	0	0	44.864	0	0	289.702	0	0	12997.19053	12997.19053	0	0	6.109247583
129795164	60.6	273.66	458	CHEVAL	334.26	1	0	0	60.6	0	0	273.66	0	0	16583.796	16583.796	0	0	6.126869184
129795202	100.833	484.098	550	CHEVAL	584.931	1	0	0	100.833	0	0	484.098	0	0	48813.05363	48813.05363	0	0	6.309918278
129795208	119.278	455.674	585	CHEVAL	574.952	1	0	0	119.278	0	0	455.674	0	0	54351.88337	54351.88337	0	0	6.371611847
129795268	98.22	418.136	620	CHEVAL	516.356	1	0	0	98.22	0	0	418.136	0	0	41069.31792	41069.31792	0	0	6.429719478
129795272	95.962	517.564	660	CHEVAL	613.526	1	0	0	95.962	0	0	517.564	0	0	49666.47657	49666.47657	0	0	6.492239835
129795306	253.406	710.14	1092	CHEVAL	963.546	1	0	0	253.406	0	0	710.14	0	0	179953.7368	179953.7368	0	0	6.995766156
129795334	172.696	543.672	970	CHEVAL	716.368	1	0	0	172.696	0	0	543.672	0	0	93889.97971	93889.97971	0	0	6.877296071
129795408	134.103	447.25	830	CHEVAL	581.353	1	0	0	134.103	0	0	447.25	0	0	59977.56675	59977.56675	0	0	6.721425701
129795514	94.063	406.919	640	CHEVAL	500.982	1	0	0	94.063	0	0	406.919	0	0	38276.0219	38276.0219	0	0	6.461468176
129795622	178.125	487.319	888	CHEVAL	665.444	1	0	0	178.125	0	0	487.319	0	0	86803.69688	86803.69688	0	0	6.788971743
129795664	291.519	1235.275	1425	CHEVAL	1526.794	1	0	0	291.519	0	0	1235.275	0	0	360106.1327	360106.1327	0	0	7.261927093
129795884	50.576	369.883	525	CHEVAL	420.459	1	0	0	50.576	0	0	369.883	0	0	18707.20261	18707.20261	0	0	6.263398263
129840126	191.788	393.807	630	CHEVAL	585.595	1	0	0	191.788	0	0	393.807	0	0	75527.45692	75527.45692	0	0	6.445719819
129840192	268.824	620.816	1285	CHEVAL	889.64	1	0	0	268.824	0	0	620.816	0	0	166890.2404	166890.2404	0	0	7.158513997
129840200	197.669	875.916	1100	CHEVAL	1073.585	1	0	0	197.669	0	0	875.916	0	0	173141.4398	173141.4398	0	0	7.003065459
129840206	195.575	574.41	800	CHEVAL	769.985	1	0	0	195.575	0	0	574.41	0	0	112340.2357	112340.2357	0	0	6.684611728
129841002	37.646	174.981	250	CHEVAL	212.627	1	0	0	37.646	0	0	174.981	0	0	6587.334726	6587.334726	0	0	5.521460918
129841028	45.175	183.716	344.9	CHEVAL	228.891	1	0	0	45.175	0	0	183.716	0	0	8299.3703	8299.3703	0	0	5.84325452
129842002	107.239	224.514	380	CHEVAL	331.753	1	0	0	107.239	0	0	224.514	0	0	24076.65685	24076.65685	0	0	5.940171253
129842014	129.423	255.217	549.9	CHEVAL	384.64	1	0	0	129.423	0	0	255.217	0	0	33030.94979	33030.94979	0	0	6.309736444
129842020	88.451	333.568	527.5	CHEVAL	422.019	1	0	0	88.451	0	0	333.568	0	0	29504.42317	29504.42317	0	0	6.268148865
129842068	78.634	248.78	544	CHEVAL	327.414	1	0	0	78.634	0	0	248.78	0	0	19562.56652	19562.56652	0	0	6.298949247
129842118	108.576	243.86	545	CHEVAL	352.436	1	0	0	108.576	0	0	243.86	0	0	26477.34336	26477.34336	0	0	6.300785795
129842124	100.378	355.696	537.5	CHEVAL	456.074	1	0	0	100.378	0	0	355.696	0	0	35704.05309	35704.05309	0	0	6.28692876
129842174	215.099	412.893	720	CHEVAL	627.992	1	0	0	215.099	0	0	412.893	0	0	88812.87141	88812.87141	0	0	6.579251212
129843112	93.469	251.975	399	CHEVAL	345.444	1	0	0	93.469	0	0	251.975	0	0	23551.85127	23551.85127	0	0	5.988961417
129843130	84.91	182.603	359.9	CHEVAL	267.513	1	0	0	84.91	0	0	182.603	0	0	15504.82073	15504.82073	0	0	5.885826215
129843132	85.173	254.53	430	CHEVAL	339.703	1	0	0	85.173	0	0	254.53	0	0	21679.08369	21679.08369	0	0	6.063785209
339720104	62.721	171.834	338	HUNGREEN	234.555	0	0	1	0	0	62.721	0	0	171.834	10777.60031	0	0	10777.60031	5.823045895
339720142	64.472	170.509	350	HUNGREEN	234.981	0	0	1	0	0	64.472	0	0	170.509	10993.05625	0	0	10993.05625	5.857933154
339720184	50.09	155.547	311	HUNGREEN	205.637	0	0	1	0	0	50.09	0	0	155.547	7791.34923	0	0	7791.34923	5.739792912
339720196	68.465	172.308	279.9	HUNGREEN	240.773	0	0	1	0	0	68.465	0	0	172.308	11797.06722	0	0	11797.06722	5.634432397
339720198	89.507	171.662	360	HUNGREEN	261.169	0	0	1	0	0	89.507	0	0	171.662	15364.95063	0	0	15364.95063	5.886104031
339720200	53.314	158.557	337	HUNGREEN	211.871	0	0	1	0	0	53.314	0	0	158.557	8453.307898	0	0	8453.307898	5.82008293
339720210	63.14	176.597	355	HUNGREEN	239.737	0	0	1	0	0	63.14	0	0	176.597	11150.33458	0	0	11150.33458	5.872117789
339721528	93.257	171.12	265	HUNGREEN	264.377	0	0	1	0	0	93.257	0	0	171.12	15958.13784	0	0	15958.13784	5.579729826
339721546	76.862	212.689	412.5	HUNGREEN	289.551	0	0	1	0	0	76.862	0	0	212.689	16347.70192	0	0	16347.70192	6.022236206
339721556	77.402	248.328	440	HUNGREEN	325.73	0	0	1	0	0	77.402	0	0	248.328	19221.08386	0	0	19221.08386	6.086774727
339721560	78.48	193.764	380	HUNGREEN	272.244	0	0	1	0	0	78.48	0	0	193.764	15206.59872	0	0	15206.59872	5.940171253
539721626	65.693	227.994	378.5	HUNGREEN	293.687	0	0	1	0	0	65.693	0	0	227.994	14977.60984	0	0	14977.60984	5.936216073
539721640	74.287	217.437	392.5	HUNGREEN	291.724	0	0	1	0	0	74.287	0	0	217.437	16152.74242	0	0	16152.74242	5.972536537
539721654	61.827	215.631	375	HUNGREEN	277.458	0	0	1	0	0	61.827	0	0	215.631	13331.81784	0	0	13331.81784	5.926926026
539721664	57.753	212.498	400	HUNGREEN	270.251	0	0	1	0	0	57.753	0	0	212.498	12272.39699	0	0	12272.39699	5.991464547
594030520	66.751	255.081	460	HUNGREEN	321.832	0	0	1	0	0	66.751	0	0	255.081	17026.91183	0	0	17026.91183	6.131226489
594030558	75.483	207.942	419	HUNGREEN	283.425	0	0	1	0	0	75.483	0	0	207.942	15696.08599	0	0	15696.08599	6.03787092
594030602	55.382	181.996	315	HUNGREEN	237.378	0	0	1	0	0	55.382	0	0	181.996	10079.30247	0	0	10079.30247	5.752572639
594030630	56.069	138.752	327	HUNGREEN	194.821	0	0	1	0	0	56.069	0	0	138.752	7779.685888	0	0	7779.685888	5.789960171
594030688	57.36	181.065	297.5	HUNGREEN	238.425	0	0	1	0	0	57.36	0	0	181.065	10385.8884	0	0	10385.8884	5.695414225
594030690	51.096	138.538	200	HUNGREEN	189.634	0	0	1	0	0	51.096	0	0	138.538	7078.737648	0	0	7078.737648	5.298317367
594030706	66.64	138.752	302.5	HUNGREEN	205.392	0	0	1	0	0	66.64	0	0	138.752	9246.43328	0	0	9246.43328	5.712081277
594030740	41.262	143.047	258	HUNGREEN	184.309	0	0	1	0	0	41.262	0	0	143.047	5902.405314	0	0	5902.405314	5.552959585
594030750	41.262	153.738	280	HUNGREEN	195	0	0	1	0	0	41.262	0	0	153.738	6343.537356	0	0	6343.537356	5.634789603
594030788	105.296	338.103	632.1	HUNGREEN	443.399	0	0	1	0	0	105.296	0	0	338.103	35600.89349	0	0	35600.89349	6.449047609
594030830	63.25	182.458	355	HUNGREEN	245.708	0	0	1	0	0	63.25	0	0	182.458	11540.4685	0	0	11540.4685	5.872117789
594030844	55.2	203.429	338.5	HUNGREEN	258.629	0	0	1	0	0	55.2	0	0	203.429	11229.2808	0	0	11229.2808	5.824524092
594030864	66.792	183.105	399.9	HUNGREEN	249.897	0	0	1	0	0	66.792	0	0	183.105	12229.94916	0	0	12229.94916	5.991214516
594030870	80.333	161.364	330	HUNGREEN	241.697	0	0	1	0	0	80.333	0	0	161.364	12962.85421	0	0	12962.85421	5.799092654
594030896	64.078	176.945	352.5	HUNGREEN	241.023	0	0	1	0	0	64.078	0	0	176.945	11338.28171	0	0	11338.28171	5.865050622
594031028	118.586	297.646	514.9	HUNGREEN	416.232	0	0	1	0	0	118.586	0	0	297.646	35296.64856	0	0	35296.64856	6.243972707
594031038	179.349	671.956	935	HUNGREEN	851.305	0	0	1	0	0	179.349	0	0	671.956	120514.6366	0	0	120514.6366	6.840546529
594031074	90.593	334.942	612.5	HUNGREEN	425.535	0	0	1	0	0	90.593	0	0	334.942	30343.40061	0	0	30343.40061	6.417548942
594031204	50.09	245.495	365	HUNGREEN	295.585	0	0	1	0	0	50.09	0	0	245.495	12296.84455	0	0	12296.84455	5.899897354
594031230	55.098	266.662	335	HUNGREEN	321.76	0	0	1	0	0	55.098	0	0	266.662	14692.54288	0	0	14692.54288	5.814130532
594031256	61.536	219.246	299	HUNGREEN	280.782	0	0	1	0	0	61.536	0	0	219.246	13491.52186	0	0	13491.52186	5.700443573
594031268	67.402	246.493	385	HUNGREEN	313.895	0	0	1	0	0	67.402	0	0	246.493	16614.12119	0	0	16614.12119	5.953243334
594031300	62.339	190.053	285	HUNGREEN	252.392	0	0	1	0	0	62.339	0	0	190.053	11847.71397	0	0	11847.71397	5.65248918
594031310	57.494	237.259	369	HUNGREEN	294.753	0	0	1	0	0	57.494	0	0	237.259	13640.96895	0	0	13640.96895	5.910796644
594031312	58.452	267.666	387	HUNGREEN	326.118	0	0	1	0	0	58.452	0	0	267.666	15645.61303	0	0	15645.61303	5.958424693
594031314	63.983	204.596	379.9	HUNGREEN	268.579	0	0	1	0	0	63.983	0	0	204.596	13090.66587	0	0	13090.66587	5.93990806
594031358	63.242	201.476	345	HUNGREEN	264.718	0	0	1	0	0	63.242	0	0	201.476	12741.74519	0	0	12741.74519	5.843544417
594031508	47.87	140.064	253	HUNGREEN	187.934	0	0	1	0	0	47.87	0	0	140.064	6704.86368	0	0	6704.86368	5.533389489
594031512	66.633	151.272	325	HUNGREEN	217.905	0	0	1	0	0	66.633	0	0	151.272	10079.70718	0	0	10079.70718	5.783825182
594031538	57.738	124.267	240.5	HUNGREEN	182.005	0	0	1	0	0	57.738	0	0	124.267	7174.928046	0	0	7174.928046	5.48272009
594031608	51.266	121.509	224	HUNGREEN	172.775	0	0	1	0	0	51.266	0	0	121.509	6229.280394	0	0	6229.280394	5.411646052
594031609	38.014	99.182	180	HUNGREEN	137.196	0	0	1	0	0	38.014	0	0	99.182	3770.304548	0	0	3770.304548	5.192956851
594031613	45.153	122.194	235	HUNGREEN	167.347	0	0	1	0	0	45.153	0	0	122.194	5517.425682	0	0	5517.425682	5.459585514
594031619	45.721	103.315	215	HUNGREEN	149.036	0	0	1	0	0	45.721	0	0	103.315	4723.665115	0	0	4723.665115	5.370638028
594031624	69.4	130.424	267.3	HUNGREEN	199.824	0	0	1	0	0	69.4	0	0	130.424	9051.4256	0	0	9051.4256	5.588371623
594031720	57.494	170.081	329	HUNGREEN	227.575	0	0	1	0	0	57.494	0	0	170.081	9778.637014	0	0	9778.637014	5.796057751
594031764	59.771	157.625	315	HUNGREEN	217.396	0	0	1	0	0	59.771	0	0	157.625	9421.403875	0	0	9421.403875	5.752572639
594031784	66.149	149.8	300	HUNGREEN	215.949	0	0	1	0	0	66.149	0	0	149.8	9909.1202	0	0	9909.1202	5.703782475
594031826	46.838	100.724	195	HUNGREEN	147.562	0	0	1	0	0	46.838	0	0	100.724	4717.710712	0	0	4717.710712	5.272999559
594031852	30.087	138.226	210	HUNGREEN	168.313	0	0	1	0	0	30.087	0	0	138.226	4158.805662	0	0	4158.805662	5.347107531
594031964	39.558	148.976	264.3	HUNGREEN	188.534	0	0	1	0	0	39.558	0	0	148.976	5893.192608	0	0	5893.192608	5.577084822
594031992	30.087	109.422	210	HUNGREEN	139.509	0	0	1	0	0	30.087	0	0	109.422	3292.179714	0	0	3292.179714	5.347107531
594032058	56.062	209.418	339.9	HUNGREEN	265.48	0	0	1	0	0	56.062	0	0	209.418	11740.39192	0	0	11740.39192	5.828651457
594032066	65.123	206.522	363	HUNGREEN	271.645	0	0	1	0	0	65.123	0	0	206.522	13449.33221	0	0	13449.33221	5.894402834
594032082	72.385	178.953	227.4	HUNGREEN	251.338	0	0	1	0	0	72.385	0	0	178.953	12953.51291	0	0	12953.51291	5.426710581
594032116	52.848	176.334	276	HUNGREEN	229.182	0	0	1	0	0	52.848	0	0	176.334	9318.899232	0	0	9318.899232	5.620400866
594032122	45.041	148.809	290	HUNGREEN	193.85	0	0	1	0	0	45.041	0	0	148.809	6702.506169	0	0	6702.506169	5.669880923
594032132	47.653	145.332	290	HUNGREEN	192.985	0	0	1	0	0	47.653	0	0	145.332	6925.505796	0	0	6925.505796	5.669880923
594032156	51.074	175.803	330	HUNGREEN	226.877	0	0	1	0	0	51.074	0	0	175.803	8978.962422	0	0	8978.962422	5.799092654
594032160	42.346	142.131	259	HUNGREEN	184.477	0	0	1	0	0	42.346	0	0	142.131	6018.679326	0	0	6018.679326	5.556828062
594032172	42.346	137.685	265	HUNGREEN	180.031	0	0	1	0	0	42.346	0	0	137.685	5830.40901	0	0	5830.40901	5.579729826
594032174	51.074	120.163	230	HUNGREEN	171.237	0	0	1	0	0	51.074	0	0	120.163	6137.205062	0	0	6137.205062	5.438079309
594032224	66.457	289.978	485	HUNGREEN	356.435	0	0	1	0	0	66.457	0	0	289.978	19271.06795	0	0	19271.06795	6.184148891
594032244	71.946	279.151	425	HUNGREEN	351.097	0	0	1	0	0	71.946	0	0	279.151	20083.79785	0	0	20083.79785	6.052089169
594032268	195.792	358.845	482	HUNGREEN	554.637	0	0	1	0	0	195.792	0	0	358.845	70258.98024	0	0	70258.98024	6.177944114
594032282	86.165	260.072	375	HUNGREEN	346.237	0	0	1	0	0	86.165	0	0	260.072	22409.10388	0	0	22409.10388	5.926926026
594032356	46.305	130.322	255	HUNGREEN	176.627	0	0	1	0	0	46.305	0	0	130.322	6034.56021	0	0	6034.56021	5.541263545
594032390	51.552	129.965	230	HUNGREEN	181.517	0	0	1	0	0	51.552	0	0	129.965	6699.95568	0	0	6699.95568	5.438079309
594032460	63.118	202.761	352	HUNGREEN	265.879	0	0	1	0	0	63.118	0	0	202.761	12797.8688	0	0	12797.8688	5.863631176
594032488	55.2	188.204	307.5	HUNGREEN	243.404	0	0	1	0	0	55.2	0	0	188.204	10388.8608	0	0	10388.8608	5.728475087
594032494	55.2	218.791	330	HUNGREEN	273.991	0	0	1	0	0	55.2	0	0	218.791	12077.2632	0	0	12077.2632	5.799092654
594032496	55.2	205.32	350	HUNGREEN	260.52	0	0	1	0	0	55.2	0	0	205.32	11333.664	0	0	11333.664	5.857933154
594032522	57.959	122.785	239	HUNGREEN	180.744	0	0	1	0	0	57.959	0	0	122.785	7116.495815	0	0	7116.495815	5.476463552
594032530	47.889	150.378	249.9	HUNGREEN	198.267	0	0	1	0	0	47.889	0	0	150.378	7201.452042	0	0	7201.452042	5.521060838
594032562	38.014	137.906	244	HUNGREEN	175.92	0	0	1	0	0	38.014	0	0	137.906	5242.358684	0	0	5242.358684	5.497168225
594032574	38.014	139.968	250	HUNGREEN	177.982	0	0	1	0	0	38.014	0	0	139.968	5320.743552	0	0	5320.743552	5.521460918
594032596	38.014	143.253	255	HUNGREEN	181.267	0	0	1	0	0	38.014	0	0	143.253	5445.619542	0	0	5445.619542	5.541263545
594032628	88.794	196.731	265	HUNGREEN	285.525	0	0	1	0	0	88.794	0	0	196.731	17468.53241	0	0	17468.53241	5.579729826
594032732	45.633	147.312	255	HUNGREEN	192.945	0	0	1	0	0	45.633	0	0	147.312	6722.288496	0	0	6722.288496	5.541263545
594032750	290.716	671.569	940	HUNGREEN	962.285	0	0	1	0	0	290.716	0	0	671.569	195235.8534	0	0	195235.8534	6.845879875
594032830	34.863	101.046	175	HUNGREEN	135.909	0	0	1	0	0	34.863	0	0	101.046	3522.766698	0	0	3522.766698	5.164785974
594032834	34.863	112.295	188	HUNGREEN	147.158	0	0	1	0	0	34.863	0	0	112.295	3914.940585	0	0	3914.940585	5.236441963
594032836	34.863	160.005	245	HUNGREEN	194.868	0	0	1	0	0	34.863	0	0	160.005	5578.254315	0	0	5578.254315	5.501258211
594032842	47.636	164.848	310	HUNGREEN	212.484	0	0	1	0	0	47.636	0	0	164.848	7852.699328	0	0	7852.699328	5.736572297
594032978	71.087	281.222	399	HUNGREEN	352.309	0	0	1	0	0	71.087	0	0	281.222	19991.22831	0	0	19991.22831	5.988961417
594032988	63.707	299.501	464	HUNGREEN	363.208	0	0	1	0	0	63.707	0	0	299.501	19080.31021	0	0	19080.31021	6.139884552
594033174	91.236	218.859	429.5	HUNGREEN	310.095	0	0	1	0	0	91.236	0	0	218.859	19967.81972	0	0	19967.81972	6.062621741
594033306	194.539	429.778	657.5	HUNGREEN	624.317	0	0	1	0	0	194.539	0	0	429.778	83608.58234	0	0	83608.58234	6.488444764
594033316	215.578	503.127	1050	HUNGREEN	718.705	0	0	1	0	0	215.578	0	0	503.127	108463.1124	0	0	108463.1124	6.956545443
594033418	75.042	241.969	340	HUNGREEN	317.011	0	0	1	0	0	75.042	0	0	241.969	18157.8377	0	0	18157.8377	5.828945618
594033432	60.483	237.543	355	HUNGREEN	298.026	0	0	1	0	0	60.483	0	0	237.543	14367.31327	0	0	14367.31327	5.872117789
594033458	55.2	217.686	285	HUNGREEN	272.886	0	0	1	0	0	55.2	0	0	217.686	12016.2672	0	0	12016.2672	5.65248918
594033462	55.66	202.567	380	HUNGREEN	258.227	0	0	1	0	0	55.66	0	0	202.567	11274.87922	0	0	11274.87922	5.940171253
594033490	74.382	211.371	360	HUNGREEN	285.753	0	0	1	0	0	74.382	0	0	211.371	15722.19772	0	0	15722.19772	5.886104031
594033570	51.756	149.202	300	HUNGREEN	200.958	0	0	1	0	0	51.756	0	0	149.202	7722.098712	0	0	7722.098712	5.703782475
594033652	44.656	111.343	215.5	HUNGREEN	155.999	0	0	1	0	0	44.656	0	0	111.343	4972.133008	0	0	4972.133008	5.37296091
594033670	33.472	97.689	198	HUNGREEN	131.161	0	0	1	0	0	33.472	0	0	97.689	3269.846208	0	0	3269.846208	5.288267031
594033682	38.915	121.244	235	HUNGREEN	160.159	0	0	1	0	0	38.915	0	0	121.244	4718.21026	0	0	4718.21026	5.459585514
594033690	33.839	108.825	208	HUNGREEN	142.664	0	0	1	0	0	33.839	0	0	108.825	3682.529175	0	0	3682.529175	5.33753808
594033724	42.736	113.032	220	HUNGREEN	155.768	0	0	1	0	0	42.736	0	0	113.032	4830.535552	0	0	4830.535552	5.393627546
594033760	39.557	149.85	251.5	HUNGREEN	189.407	0	0	1	0	0	39.557	0	0	149.85	5927.61645	0	0	5927.61645	5.52744299
594033862	52.703	215.807	333.5	HUNGREEN	268.51	0	0	1	0	0	52.703	0	0	215.807	11373.67632	0	0	11373.67632	5.809642865
594033864	52.268	200.738	345	HUNGREEN	253.006	0	0	1	0	0	52.268	0	0	200.738	10492.17378	0	0	10492.17378	5.843544417
594033882	56.327	260.544	460	HUNGREEN	316.871	0	0	1	0	0	56.327	0	0	260.544	14675.66189	0	0	14675.66189	6.131226489
594033898	53.573	266.783	389.9	HUNGREEN	320.356	0	0	1	0	0	53.573	0	0	266.783	14292.36566	0	0	14292.36566	5.965890296
594033912	52.268	241.07	378	HUNGREEN	293.338	0	0	1	0	0	52.268	0	0	241.07	12600.24676	0	0	12600.24676	5.934894196
594033926	52.268	202.9	345	HUNGREEN	255.168	0	0	1	0	0	52.268	0	0	202.9	10605.1772	0	0	10605.1772	5.843544417
594033980	93.315	359.206	620	HUNGREEN	452.521	0	0	1	0	0	93.315	0	0	359.206	33519.30789	0	0	33519.30789	6.429719478
594033992	91.59	305.543	500	HUNGREEN	397.133	0	0	1	0	0	91.59	0	0	305.543	27984.68337	0	0	27984.68337	6.214608098
1692620000	481.211	448.336	1025	DAVISISLE	929.547	0	1	0	0	481.211	0	0	448.336	0	215744.2149	0	215744.2149	0	6.932447892
1692680000	2335.608	2381.464	6275	DAVISISLE	4717.072	0	1	0	0	2335.608	0	0	2381.464	0	5562166.37	0	5562166.37	0	8.744328764
1692850000	317.918	83.44	495	DAVISISLE	401.358	0	1	0	0	317.918	0	0	83.44	0	26527.07792	0	26527.07792	0	6.204557763
1693580000	811.555	1561.859	3000	DAVISISLE	2373.414	0	1	0	0	811.555	0	0	1561.859	0	1267534.481	0	1267534.481	0	8.006367568
1693590000	842.458	1415.624	2875	DAVISISLE	2258.082	0	1	0	0	842.458	0	0	1415.624	0	1192603.764	0	1192603.764	0	7.963807953
1694050100	410.59	317.427	707	DAVISISLE	728.017	0	1	0	0	410.59	0	0	317.427	0	130332.3519	0	130332.3519	0	6.561030666
1694170000	448.131	191.624	820	DAVISISLE	639.755	0	1	0	0	448.131	0	0	191.624	0	85872.65474	0	85872.65474	0	6.70930434
1694350000	503.121	94.983	760	DAVISISLE	598.104	0	1	0	0	503.121	0	0	94.983	0	47787.94194	0	47787.94194	0	6.633318433
1694450000	480.427	791.605	2000	DAVISISLE	1272.032	0	1	0	0	480.427	0	0	791.605	0	380308.4153	0	380308.4153	0	7.60090246
1694470000	357.738	87.53	574.9	DAVISISLE	445.268	0	1	0	0	357.738	0	0	87.53	0	31312.80714	0	31312.80714	0	6.354196113
1947780000	340.981	203.306	689	DAVISISLE	544.287	0	1	0	0	340.981	0	0	203.306	0	69323.48319	0	69323.48319	0	6.535241271
1947940010	238.859	187.997	665	DAVISISLE	426.856	0	1	0	0	238.859	0	0	187.997	0	44904.77542	0	44904.77542	0	6.499787041
1947970000	383.746	86.791	817	DAVISISLE	470.537	0	1	0	0	383.746	0	0	86.791	0	33305.69909	0	33305.69909	0	6.705639095
1947980000	384.199	114.206	715	DAVISISLE	498.405	0	1	0	0	384.199	0	0	114.206	0	43877.83099	0	43877.83099	0	6.572282543
1948060000	333.153	180.639	737.5	DAVISISLE	513.792	0	1	0	0	333.153	0	0	180.639	0	60180.42477	0	60180.42477	0	6.603266088
1948520000	1650	1359.712	5200	DAVISISLE	3009.712	0	1	0	0	1650	0	0	1359.712	0	2243524.8	0	2243524.8	0	8.556413905
1948980000	985.87	609.609	1907.5	DAVISISLE	1595.479	0	1	0	0	985.87	0	0	609.609	0	600995.2248	0	600995.2248	0	7.553548763
1949190000	960	1891.072	3414.7	DAVISISLE	2851.072	0	1	0	0	960	0	0	1891.072	0	1815429.12	0	1815429.12	0	8.13584492
1949560100	261.9	649.318	965	DAVISISLE	911.218	0	1	0	0	261.9	0	0	649.318	0	170056.3842	0	170056.3842	0	6.872128101
1949580000	261.9	92.362	444	DAVISISLE	354.262	0	1	0	0	261.9	0	0	92.362	0	24189.6078	0	24189.6078	0	6.095824562
1949870000	256.662	661.573	1300	DAVISISLE	918.235	0	1	0	0	256.662	0	0	661.573	0	169800.6493	0	169800.6493	0	7.170119543
1949890000	275.319	173.129	556	DAVISISLE	448.448	0	1	0	0	275.319	0	0	173.129	0	47665.70315	0	47665.70315	0	6.320768294
1950020000	219.575	70.997	465	DAVISISLE	290.572	0	1	0	0	219.575	0	0	70.997	0	15589.16628	0	15589.16628	0	6.142037406
1950730000	365.788	538.45	969	DAVISISLE	904.238	0	1	0	0	365.788	0	0	538.45	0	196958.5486	0	196958.5486	0	6.876264612
1951100000	327.75	79.798	535	DAVISISLE	407.548	0	1	0	0	327.75	0	0	79.798	0	26153.7945	0	26153.7945	0	6.282266747
1951140000	389.804	145.192	650	DAVISISLE	534.996	0	1	0	0	389.804	0	0	145.192	0	56596.42237	0	56596.42237	0	6.476972363
1951320000	480.125	554.467	1427	DAVISISLE	1034.592	0	1	0	0	480.125	0	0	554.467	0	266213.4684	0	266213.4684	0	7.263329617
1951580000	373.248	85.163	575	DAVISISLE	458.411	0	1	0	0	373.248	0	0	85.163	0	31786.91942	0	31786.91942	0	6.354370041
1952300000	230	41.171	396	DAVISISLE	271.171	0	1	0	0	230	0	0	41.171	0	9469.33	0	9469.33	0	5.981414211
1952380000	273.24	156.327	685	DAVISISLE	429.567	0	1	0	0	273.24	0	0	156.327	0	42714.78948	0	42714.78948	0	6.529418838
1952480000	318.441	42.537	415	DAVISISLE	360.978	0	1	0	0	318.441	0	0	42.537	0	13545.52482	0	13545.52482	0	6.02827852
1952530000	232.024	75.669	527	DAVISISLE	307.693	0	1	0	0	232.024	0	0	75.669	0	17557.02406	0	17557.02406	0	6.267200549
1952650000	399.28	342.649	915	DAVISISLE	741.929	0	1	0	0	399.28	0	0	342.649	0	136812.8927	0	136812.8927	0	6.818924065
1953500000	312.328	51.079	435	DAVISISLE	363.407	0	1	0	0	312.328	0	0	51.079	0	15953.40191	0	15953.40191	0	6.075346031
1953660050	237.029	275.421	630	DAVISISLE	512.45	0	1	0	0	237.029	0	0	275.421	0	65282.76421	0	65282.76421	0	6.445719819
1953770000	456.511	154.518	855	DAVISISLE	611.029	0	1	0	0	456.511	0	0	154.518	0	70539.1667	0	70539.1667	0	6.751101469
1953920000	236.808	47.99	430	DAVISISLE	284.798	0	1	0	0	236.808	0	0	47.99	0	11364.41592	0	11364.41592	0	6.063785209
1954100000	504.893	148.901	840	DAVISISLE	653.794	0	1	0	0	504.893	0	0	148.901	0	75179.07259	0	75179.07259	0	6.733401892
1954130000	477.193	993.458	1750	DAVISISLE	1470.651	0	1	0	0	477.193	0	0	993.458	0	474071.2034	0	474071.2034	0	7.467371067
1954150000	475.86	117.937	789	DAVISISLE	593.797	0	1	0	0	475.86	0	0	117.937	0	56121.50082	0	56121.50082	0	6.670766321
1954160100	449.912	1160.46	1950	DAVISISLE	1610.372	0	1	0	0	449.912	0	0	1160.46	0	522104.8795	0	522104.8795	0	7.575584652
